,num_channels,num_classes,num_test,num_train,resolution_0,resolution_1,sequence_size
emnist_balanced_num_classes_17_num_dev_examples_4403_num_test_examples_10353_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_18_num_dev_examples_31230_num_test_examples_11520_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_20_num_dev_examples_11440_num_test_examples_3780_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_24_num_dev_examples_18888_num_test_examples_10800_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_24_num_dev_examples_26904_num_test_examples_5376_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_25_num_dev_examples_42600_num_test_examples_8900_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_25_num_dev_examples_45850_num_test_examples_8950_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_25_num_dev_examples_62825_num_test_examples_4350_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_25_num_dev_examples_66675_num_test_examples_1125_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_26_num_dev_examples_30628_num_test_examples_10062_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_26_num_dev_examples_34034_num_test_examples_11856_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_26_num_dev_examples_38948_num_test_examples_10556_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_26_num_dev_examples_68146_num_test_examples_2990_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_27_num_dev_examples_36828_num_test_examples_891_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_27_num_dev_examples_60993_num_test_examples_8883_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_28_num_dev_examples_27356_num_test_examples_7504_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_28_num_dev_examples_51660_num_test_examples_1820_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_28_num_dev_examples_52388_num_test_examples_9268_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_28_num_dev_examples_58520_num_test_examples_4144_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_29_num_dev_examples_59218_num_test_examples_9367_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_2_num_dev_examples_1128_num_test_examples_1770_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_30_num_dev_examples_57420_num_test_examples_3180_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_32_num_dev_examples_43584_num_test_examples_5920_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_33_num_dev_examples_31284_num_test_examples_2871_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_34_num_dev_examples_44030_num_test_examples_9792_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_35_num_dev_examples_14245_num_test_examples_9135_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_35_num_dev_examples_35105_num_test_examples_10710_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_36_num_dev_examples_79632_num_test_examples_12456_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_37_num_dev_examples_37481_num_test_examples_10101_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_3_num_dev_examples_1242_num_test_examples_1071_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_40_num_dev_examples_41000_num_test_examples_4680_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_40_num_dev_examples_76520_num_test_examples_3440_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_41_num_dev_examples_105329_num_test_examples_3485_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_41_num_dev_examples_36941_num_test_examples_3157_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_41_num_dev_examples_39155_num_test_examples_1107_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_41_num_dev_examples_89667_num_test_examples_4756_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_42_num_dev_examples_84126_num_test_examples_5418_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_42_num_dev_examples_88368_num_test_examples_5712_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_45_num_dev_examples_51165_num_test_examples_10215_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_47_num_dev_examples_118440_num_test_examples_13160_resolution_16_num_channels_1_original,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_47_num_dev_examples_29281_num_test_examples_5593_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_47_num_dev_examples_32430_num_test_examples_12455_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_4_num_dev_examples_1368_num_test_examples_4056_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_6_num_dev_examples_7596_num_test_examples_5718_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_8_num_dev_examples_3864_num_test_examples_4336_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_9_num_dev_examples_10287_num_test_examples_8721_resolution_16_num_channels_1,1,47,13160,118440,16,16,1
emnist_balanced_num_classes_9_num_dev_examples_9009_num_test_examples_11952_resolution_32_num_channels_1,1,47,13160,118440,16,16,1
emnist_byclass_num_classes_11_num_dev_examples_18328_num_test_examples_8756_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_12_num_dev_examples_145218_num_test_examples_7548_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_13_num_dev_examples_140290_num_test_examples_14131_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_13_num_dev_examples_51642_num_test_examples_5343_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_13_num_dev_examples_55153_num_test_examples_14300_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_13_num_dev_examples_93443_num_test_examples_6942_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_14_num_dev_examples_65229_num_test_examples_616_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_15_num_dev_examples_166552_num_test_examples_16065_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_16_num_dev_examples_24635_num_test_examples_16816_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_16_num_dev_examples_26188_num_test_examples_4224_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_17_num_dev_examples_106590_num_test_examples_10438_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_20_num_dev_examples_226911_num_test_examples_13600_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_21_num_dev_examples_202964_num_test_examples_7455_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_21_num_dev_examples_42155_num_test_examples_16485_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_22_num_dev_examples_239487_num_test_examples_15972_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_22_num_dev_examples_258921_num_test_examples_18150_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_26_num_dev_examples_206409_num_test_examples_11934_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_27_num_dev_examples_241503_num_test_examples_23733_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_27_num_dev_examples_50517_num_test_examples_25785_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_28_num_dev_examples_172124_num_test_examples_18088_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_29_num_dev_examples_314704_num_test_examples_17487_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_2_num_dev_examples_1999_num_test_examples_602_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_2_num_dev_examples_2383_num_test_examples_1332_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_30_num_dev_examples_80732_num_test_examples_750_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_32_num_dev_examples_321705_num_test_examples_30880_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_33_num_dev_examples_147921_num_test_examples_32439_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_33_num_dev_examples_174507_num_test_examples_4356_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_35_num_dev_examples_134656_num_test_examples_13685_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_36_num_dev_examples_128563_num_test_examples_26028_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_39_num_dev_examples_304959_num_test_examples_42588_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_40_num_dev_examples_178055_num_test_examples_19840_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_40_num_dev_examples_396559_num_test_examples_40840_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_41_num_dev_examples_318699_num_test_examples_31119_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_42_num_dev_examples_267233_num_test_examples_40530_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_46_num_dev_examples_439073_num_test_examples_27140_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_48_num_dev_examples_296453_num_test_examples_33984_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_4_num_dev_examples_22756_num_test_examples_844_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_52_num_dev_examples_117719_num_test_examples_50856_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_53_num_dev_examples_512693_num_test_examples_35192_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_54_num_dev_examples_367970_num_test_examples_26946_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_59_num_dev_examples_365695_num_test_examples_46138_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_59_num_dev_examples_626222_num_test_examples_6077_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_5_num_dev_examples_5863_num_test_examples_3105_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_60_num_dev_examples_444069_num_test_examples_36480_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_62_num_dev_examples_745683_num_test_examples_68572_resolution_16_num_channels_1_original,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_6_num_dev_examples_31282_num_test_examples_5286_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_7_num_dev_examples_22896_num_test_examples_3122_resolution_16_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_8_num_dev_examples_44338_num_test_examples_632_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_9_num_dev_examples_23109_num_test_examples_4482_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_byclass_num_classes_9_num_dev_examples_80451_num_test_examples_6696_resolution_32_num_channels_1,1,62,68572,745683,16,16,1
emnist_mnist_num_classes_10_num_dev_examples_11010_num_test_examples_6770_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_10_num_dev_examples_11430_num_test_examples_5100_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_10_num_dev_examples_13830_num_test_examples_6210_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_10_num_dev_examples_16130_num_test_examples_4360_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_10_num_dev_examples_37470_num_test_examples_4990_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_10_num_dev_examples_43470_num_test_examples_4470_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_10_num_dev_examples_49100_num_test_examples_3800_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_10_num_dev_examples_51680_num_test_examples_2680_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_10_num_dev_examples_63000_num_test_examples_7000_resolution_16_num_channels_1_original,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_2_num_dev_examples_1658_num_test_examples_2162_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_2_num_dev_examples_3252_num_test_examples_1454_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_2_num_dev_examples_5498_num_test_examples_4716_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_2_num_dev_examples_5812_num_test_examples_2540_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_3_num_dev_examples_16437_num_test_examples_585_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_3_num_dev_examples_7551_num_test_examples_4227_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_4_num_dev_examples_10972_num_test_examples_2760_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_4_num_dev_examples_22216_num_test_examples_3020_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_4_num_dev_examples_22304_num_test_examples_4092_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_4_num_dev_examples_5288_num_test_examples_5532_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_4_num_dev_examples_5704_num_test_examples_4416_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_4_num_dev_examples_7036_num_test_examples_3136_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_4_num_dev_examples_7476_num_test_examples_1468_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_4_num_dev_examples_9444_num_test_examples_5748_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_5_num_dev_examples_11300_num_test_examples_175_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_5_num_dev_examples_13850_num_test_examples_6595_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_5_num_dev_examples_18200_num_test_examples_2535_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_5_num_dev_examples_24600_num_test_examples_4425_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_5_num_dev_examples_26955_num_test_examples_5360_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_5_num_dev_examples_5460_num_test_examples_4120_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_6_num_dev_examples_10074_num_test_examples_4674_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_6_num_dev_examples_15054_num_test_examples_486_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_6_num_dev_examples_23220_num_test_examples_216_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_6_num_dev_examples_23598_num_test_examples_6912_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_6_num_dev_examples_25374_num_test_examples_3162_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_6_num_dev_examples_25698_num_test_examples_4746_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_6_num_dev_examples_28680_num_test_examples_2382_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_6_num_dev_examples_7782_num_test_examples_870_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_6_num_dev_examples_9924_num_test_examples_3162_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_7_num_dev_examples_22218_num_test_examples_3563_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_7_num_dev_examples_23835_num_test_examples_2702_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_7_num_dev_examples_34965_num_test_examples_5320_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_8_num_dev_examples_10136_num_test_examples_6720_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_8_num_dev_examples_15128_num_test_examples_4984_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_8_num_dev_examples_35208_num_test_examples_1984_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_8_num_dev_examples_41272_num_test_examples_4552_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_8_num_dev_examples_50408_num_test_examples_2152_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_8_num_dev_examples_7568_num_test_examples_1976_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_9_num_dev_examples_13464_num_test_examples_3546_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_9_num_dev_examples_33894_num_test_examples_5094_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
emnist_mnist_num_classes_9_num_dev_examples_9414_num_test_examples_1458_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
eurosat_rgb_num_classes_10_num_dev_examples_14291_num_test_examples_1320_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_10_num_dev_examples_14717_num_test_examples_1820_resolution_128_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_10_num_dev_examples_16779_num_test_examples_2330_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_10_num_dev_examples_19742_num_test_examples_530_resolution_128_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_10_num_dev_examples_24300_num_test_examples_2700_resolution_64_num_channels_3_original,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_10_num_dev_examples_6156_num_test_examples_2140_resolution_128_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_2_num_dev_examples_1509_num_test_examples_1348_resolution_128_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_2_num_dev_examples_2382_num_test_examples_1476_resolution_128_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_2_num_dev_examples_3144_num_test_examples_976_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_2_num_dev_examples_3238_num_test_examples_1212_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_2_num_dev_examples_3266_num_test_examples_608_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_3_num_dev_examples_1291_num_test_examples_2445_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_3_num_dev_examples_1365_num_test_examples_1077_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_3_num_dev_examples_1394_num_test_examples_2349_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_3_num_dev_examples_2786_num_test_examples_1146_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_3_num_dev_examples_2849_num_test_examples_1530_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_3_num_dev_examples_3250_num_test_examples_990_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_4_num_dev_examples_3656_num_test_examples_568_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_4_num_dev_examples_4535_num_test_examples_1120_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_5_num_dev_examples_2217_num_test_examples_2580_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_5_num_dev_examples_2398_num_test_examples_2645_resolution_128_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_5_num_dev_examples_3875_num_test_examples_505_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_5_num_dev_examples_5318_num_test_examples_355_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_5_num_dev_examples_6426_num_test_examples_1735_resolution_128_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_5_num_dev_examples_7823_num_test_examples_1225_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_5_num_dev_examples_8603_num_test_examples_2435_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_5_num_dev_examples_9286_num_test_examples_2165_resolution_128_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_6_num_dev_examples_11436_num_test_examples_1368_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_6_num_dev_examples_13806_num_test_examples_468_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_6_num_dev_examples_3504_num_test_examples_1878_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_7_num_dev_examples_11875_num_test_examples_1449_resolution_128_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_7_num_dev_examples_12376_num_test_examples_966_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_7_num_dev_examples_13747_num_test_examples_1309_resolution_128_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_7_num_dev_examples_14882_num_test_examples_161_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_7_num_dev_examples_16352_num_test_examples_539_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_7_num_dev_examples_1909_num_test_examples_371_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_7_num_dev_examples_2168_num_test_examples_1120_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_7_num_dev_examples_5204_num_test_examples_1715_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_7_num_dev_examples_8027_num_test_examples_2471_resolution_128_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_8_num_dev_examples_12712_num_test_examples_2616_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_8_num_dev_examples_16553_num_test_examples_1680_resolution_128_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_8_num_dev_examples_1924_num_test_examples_1704_resolution_128_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_8_num_dev_examples_7183_num_test_examples_2448_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_8_num_dev_examples_8236_num_test_examples_1320_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_9_num_dev_examples_11801_num_test_examples_729_resolution_128_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_9_num_dev_examples_17100_num_test_examples_45_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_9_num_dev_examples_22361_num_test_examples_549_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_9_num_dev_examples_6120_num_test_examples_135_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_9_num_dev_examples_6127_num_test_examples_657_resolution_32_num_channels_3,3,10,2700,24300,64,64,1
eurosat_rgb_num_classes_9_num_dev_examples_7126_num_test_examples_2583_resolution_64_num_channels_3,3,10,2700,24300,64,64,1
fashion_mnist_num_classes_10_num_dev_examples_19760_num_test_examples_1860_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_10_num_dev_examples_23170_num_test_examples_3450_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_10_num_dev_examples_44670_num_test_examples_1240_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_10_num_dev_examples_46930_num_test_examples_4880_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_10_num_dev_examples_52360_num_test_examples_320_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_10_num_dev_examples_58960_num_test_examples_1020_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_10_num_dev_examples_63000_num_test_examples_7000_resolution_16_num_channels_1_original,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_10_num_dev_examples_65510_num_test_examples_180_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_2_num_dev_examples_1302_num_test_examples_6172_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_2_num_dev_examples_2304_num_test_examples_6774_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_2_num_dev_examples_3522_num_test_examples_4388_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_2_num_dev_examples_4990_num_test_examples_6564_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_2_num_dev_examples_9552_num_test_examples_1710_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_3_num_dev_examples_13272_num_test_examples_5775_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_3_num_dev_examples_15177_num_test_examples_2619_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_3_num_dev_examples_5769_num_test_examples_1371_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_3_num_dev_examples_8130_num_test_examples_942_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
